name,x,y,z,vx,vy,vz,epoch,reduc_epoch,part_idx
153201 (2000 WO107),0.0218439807690702,-0.01934704675707562,0.002022201411073215,0.01130857341579968,0.00893535371245031,0.001367614037924864,2459182.3469,0.01699999999254942,0
153201 (2000 WO107),0.02183979659597997,-0.01935035283817547,0.002021695393796992,0.0113085770356499,0.008935353838450524,0.001367614314162319,2459182.34727,0.017370000015944242,0
153201 (2000 WO107),0.02183561242155036,-0.01935365891932208,0.002021189376418685,0.01130858065561014,0.00893535396547599,0.001367614590333077,2459182.34764,0.017740000039339066,0
153201 (2000 WO107),0.02181457844242208,-0.01937027868002781,0.00201864561172601,0.01130859885491362,0.008935354619568002,0.001367615977640492,2459182.3495,0.019600000232458115,0
153201 (2000 WO107),0.02181039425990355,-0.01937358476147678,0.00201813959373044,0.01130860247553581,0.00893535475277266,0.001367616253409209,2459182.34987,0.019970000255852938,0
153201 (2000 WO107),0.02180621007604534,-0.01937689084297526,0.00201763357563268,0.01130860609626764,0.008935354887002549,0.00136761652911121,2459182.35024,0.02034000027924776,0
153201 (2000 WO107),0.02179784170434131,-0.0193835030060978,0.002016621539135014,0.01130861333805997,0.008935355158538017,0.00136761708031506,2459182.35098,0.021080000326037407,0
153201 (2000 WO107),0.02178110494482407,-0.01939672733297759,0.002014597464912843,0.01130862782295797,0.00893535571391166,0.001367618181922107,2459182.35246,0.0225600004196167,0
153201 (2000 WO107),0.02177703383875441,-0.01939994406060017,0.002014105122389503,0.01130863134657528,0.008935355851482816,0.001367618449719093,2459182.35282,0.02292000036686659,0
153201 (2000 WO107),0.02177284964422947,-0.0194032501424944,0.002013599103481118,0.01130863496817933,0.008935355993886772,0.001367618724889108,2459182.35319,0.02329000039026141,0
153201 (2000 WO107),0.0217686654483645,-0.01940655622444165,0.002013093084470973,0.01130863858989253,0.008935356137315938,0.001367618999992394,2459182.35356,0.023660000413656235,0
153201 (2000 WO107),0.02176029705785684,-0.01941316838435362,0.002012081046779386,0.01130864583364165,0.008935356427249717,0.001367619549998412,2459182.3543,0.024399999994784594,0
153201 (2000 WO107),0.02175611285566227,-0.01941647446828604,0.00201157502718473,0.011308649455684,0.00893535657375458,0.001367619824901637,2459182.35467,0.024770000018179417,0
153201 (2000 WO107),0.02175611285566227,-0.01941647446828604,0.00201157502718473,0.011308649455684,0.00893535657375458,0.001367619824901637,2459182.35467,0.024770000018179417,0
153201 (2000 WO107),0.02174774445416481,-0.01942308663085362,0.002010562988526184,0.0113086567000895,0.008935356869839652,0.001367620374507411,2459182.35541,0.025510000064969063,0
153201 (2000 WO107),0.02173937604498138,-0.01942969879547846,0.002009550949179924,0.01130866394493235,0.008935357170025596,0.001367620923846353,2459182.35615,0.02625000011175871,0
153201 (2000 WO107),0.02173519183839489,-0.01943300487786227,0.002009044929356166,0.01130866756751688,0.008935357321656342,0.0013676211984157,2459182.35652,0.026620000135153532,0
153201 (2000 WO107),0.02172682342118499,-0.01943961704281148,0.002008032889402239,0.01130867481301192,0.008935357627993402,0.001367621747354139,2459182.35726,0.027360000181943178,0
153201 (2000 WO107),0.02172263921056158,-0.01944292312537755,0.002007526869272033,0.01130867843592234,0.008935357782699709,0.001367622021723227,2459182.35763,0.027730000205338,0
153201 (2000 WO107),0.02170590235469372,-0.01945614745619558,0.00200550278774012,0.01130869292864854,0.008935358411776687,0.001367623118531975,2459182.35911,0.029210000298917294,0
153201 (2000 WO107),0.02170171813738302,-0.01945945353904056,0.002004996767104571,0.01130869655210097,0.00893535857160886,0.001367623392567251,2459182.35948,0.029580000322312117,0
153201 (2000 WO107),0.02169334969872396,-0.01946606570492069,0.002003984725527306,0.01130870379933051,0.008935358894348705,0.001367623940437496,2459182.36022,0.030320000369101763,0
153201 (2000 WO107),0.02168905239472124,-0.01946946113805482,0.002003465028878189,0.01130870752104511,0.008935359061673335,0.00136762422167219,2459182.3606,0.030700000002980232,0
153201 (2000 WO107),0.0216848681719956,-0.01947276722115313,0.002002959007832603,0.01130871114493313,0.008935359225633871,0.001367624495438577,2459182.36097,0.031070000026375055,0
153201 (2000 WO107),0.02168068394792918,-0.0194760733043121,0.00200245298668569,0.01130871476892919,0.008935359390619567,0.001367624769138188,2459182.36134,0.03144000004976988,0
153201 (2000 WO107),0.02167649972253747,-0.01947937938752024,0.002001946965439372,0.0113087183930332,0.00893535955663041,0.001367625042771017,2459182.36171,0.0318100000731647,0
153201 (2000 WO107),0.02167231549580489,-0.01948268547079014,0.002001440944091936,0.01130872201724514,0.00893535972366641,0.001367625316337066,2459182.36208,0.032180000096559525,0
153201 (2000 WO107),0.0216681312677156,-0.01948599155413406,0.002000934922641372,0.01130872564156496,0.008935359891727565,0.001367625589836333,2459182.36245,0.03255000011995435,0
153201 (2000 WO107),0.02166394703828529,-0.01948929763754031,0.002000428901089615,0.01130872926599259,0.008935360060813868,0.001367625863268816,2459182.36282,0.03292000014334917,0
153201 (2000 WO107),0.02165976280752964,-0.01949260372099721,0.001999922879438549,0.01130873289052797,0.008935360230925313,0.001367626136634508,2459182.36319,0.033290000166743994,0
153201 (2000 WO107),0.02165139434197928,-0.01949921588811296,0.001998910835831173,0.01130874013992182,0.008935360574223644,0.001367626683165527,2459182.36393,0.03403000021353364,0
153201 (2000 WO107),0.02164721010718446,-0.0195025219717726,0.001998404813874995,0.01130874376478018,0.008935360747410524,0.001367626956330847,2459182.3643,0.03440000023692846,0
153201 (2000 WO107),0.02164302587106417,-0.01950582805548429,0.001997898791819568,0.01130874738974607,0.008935360921622537,0.001367627229429372,2459182.36467,0.034770000260323286,0
153201 (2000 WO107),0.02163884163360265,-0.01950913413926064,0.001997392769663088,0.01130875101481945,0.008935361096859685,0.001367627502461098,2459182.36504,0.03514000028371811,0
153201 (2000 WO107),0.02163465739478402,-0.01951244022311414,0.001996886747403755,0.01130875464000029,0.008935361273121976,0.001367627775426025,2459182.36541,0.03551000030711293,0
153201 (2000 WO107),0.02163047315462417,-0.01951574630703302,0.001996380725043464,0.01130875826528852,0.008935361450409398,0.001367628048324152,2459182.36578,0.035880000330507755,0
153201 (2000 WO107),0.02162628891313858,-0.01951905239100567,0.001995874702583963,0.01130876189068407,0.008935361628721945,0.001367628321155472,2459182.36615,0.03625000035390258,0
153201 (2000 WO107),0.0216222177588195,-0.01952226912075199,0.001995382356412724,0.01130876541819819,0.008935361803199145,0.001367628586548798,2459182.36651,0.03661000030115247,0
153201 (2000 WO107),0.02161803351467164,-0.01952557520486764,0.00199487633375233,0.01130876904380535,0.008935361983534248,0.001367628859248311,2459182.36688,0.03698000032454729,0
153201 (2000 WO107),0.02161384926919795,-0.01952888128903805,0.001994370310992941,0.01130877266951967,0.00893536216489447,0.001367629131881015,2459182.36725,0.037350000347942114,0
153201 (2000 WO107),0.02160966502238273,-0.01953218737327579,0.001993864288132574,0.01130877629534112,0.008935362347279817,0.001367629404446905,2459182.36762,0.03772000037133694,0
153201 (2000 WO107),0.02160548077421025,-0.01953549345759328,0.001993358265169662,0.01130877992126965,0.008935362530690289,0.001367629676945982,2459182.36799,0.03809000039473176,0
153201 (2000 WO107),0.02160129652469615,-0.01953879954197871,0.001992852242105871,0.01130878354730519,0.008935362715125883,0.001367629949378245,2459182.36836,0.03846000041812658,0
153201 (2000 WO107),0.02159711227385612,-0.0195421056264206,0.001992346218943171,0.01130878717344767,0.008935362900586585,0.001367630221743688,2459182.36873,0.038830000441521406,0
153201 (2000 WO107),0.02159292802693258,-0.01954541170677659,0.001991840196315572,0.0113087907996925,0.008935363087072176,0.001367630494041966,2459182.3691,0.03919999999925494,0
153201 (2000 WO107),0.02158874377340905,-0.01954871779135654,0.001991334172951358,0.01130879442604874,0.008935363274583108,0.001367630766273766,2459182.36947,0.039570000022649765,0
153201 (2000 WO107),0.02158455951852816,-0.01955202387601799,0.001990828149484589,0.0113087980525118,0.008935363463119163,0.00136763103843874,2459182.36984,0.03994000004604459,0
153201 (2000 WO107),0.02158037526230536,-0.0195553299607494,0.001990322125917013,0.01130880167908159,0.008935363652680326,0.001367631310536889,2459182.37021,0.04031000006943941,0
153201 (2000 WO107),0.02157619100475642,-0.01955863604553903,0.001989816102250742,0.01130880530575807,0.008935363843266595,0.001367631582568208,2459182.37058,0.040680000092834234,0
153201 (2000 WO107),0.02157200674586571,-0.01956194213039953,0.001989310078483836,0.01130880893254117,0.00893536403487797,0.001367631854532696,2459182.37095,0.04105000011622906,0
153201 (2000 WO107),0.0215678224856173,-0.01956524821534312,0.001988804054614424,0.01130881255943089,0.008935364227514458,0.001367632126430352,2459182.37132,0.04142000013962388,0
153201 (2000 WO107),0.02155515660774762,-0.01957525582491452,0.001987272305971936,0.01130882353877386,0.008935364816878308,0.001367632949064595,2459182.37244,0.04254000028595328,0
153201 (2000 WO107),0.0215509723421104,-0.01957856191013629,0.001986766281699562,0.01130882716609223,0.008935365013642905,0.001367633220693092,2459182.37281,0.042910000309348106,0
153201 (2000 WO107),0.02154678807511547,-0.01958186799544298,0.001986260257324715,0.01130883079351693,0.008935365211432606,0.001367633492254747,2459182.37318,0.04328000033274293,0
153201 (2000 WO107),0.02154260380677838,-0.01958517408082298,0.001985754232849365,0.01130883442104789,0.008935365410247403,0.001367633763749556,2459182.37355,0.04365000035613775,0
153201 (2000 WO107),0.02153841953711476,-0.01958848016626473,0.001985248208275444,0.01130883804868504,0.008935365610087289,0.001367634035177516,2459182.37392,0.044020000379532576,0
153201 (2000 WO107),0.02152179553440013,-0.01960161515445019,0.001983237785428576,0.01130885246223684,0.00893536641417236,0.001367635112893002,2459182.37539,0.045490000396966934,0
153201 (2000 WO107),0.02151761125804553,-0.01960492124027658,0.001982731760353842,0.01130885609040137,0.008935366619110001,0.001367635383988504,2459182.37576,0.04586000042036176,0
153201 (2000 WO107),0.02151342698034841,-0.01960822732617868,0.00198222573517861,0.0113088597186718,0.008935366825072734,0.001367635655017144,2459182.37613,0.04623000044375658,0
153201 (2000 WO107),0.02150924270658278,-0.01961153340799051,0.001981719710541039,0.01130886334704349,0.00893536703206029,0.001367635925978581,2459182.3765,0.046600000001490116,0
153201 (2000 WO107),0.02150505842621631,-0.01961483949403378,0.001981213685167157,0.01130886697552552,0.008935367240073188,0.001367636196873493,2459182.37687,0.04697000002488494,0
153201 (2000 WO107),0.02150087414450742,-0.01961814558015423,0.001980707659693142,0.01130887060411328,0.008935367449111168,0.001367636467701541,2459182.37724,0.04734000004827976,0
153201 (2000 WO107),0.02149668985975461,-0.01962145166769446,0.001980201633913492,0.01130887423280819,0.008935367659174341,0.001367636738462832,2459182.37761,0.047710000071674585,0
153201 (2000 WO107),0.02148832129012304,-0.0196280638399309,0.001979189582524981,0.01130888149051142,0.008935368082375677,0.001367637279784545,2459182.37835,0.04845000011846423,0
153201 (2000 WO107),0.02148413700421383,-0.01963136992543938,0.001978683556791728,0.01130888511952052,0.008935368295513913,0.001367637550345031,2459182.37872,0.048820000141859055,0
153201 (2000 WO107),0.02147995271577587,-0.01963467601196349,0.001978177530815106,0.01130888874863613,0.0089353685096773,0.001367637820838719,2459182.37909,0.04919000016525388,0
153201 (2000 WO107),0.02147158413488709,-0.01964128818523807,0.001977165478563621,0.01130889600718349,0.008935368941079295,0.001367638361625456,2459182.37983,0.049930000212043524,0
153201 (2000 WO107),0.02146739984243616,-0.01964459427198943,0.001976659452288711,0.01130889963661512,0.008935369158317902,0.001367638631918503,2459182.3802,0.05030000023543835,0
153201 (2000 WO107),0.02146321554862684,-0.01964790035883347,0.001976153425911977,0.01130890326615203,0.008935369376581589,0.001367638902144663,2459182.38057,0.05067000025883317,0
153201 (2000 WO107),0.02145903125347444,-0.01965120644575838,0.001975647399435354,0.01130890689579413,0.00893536959587035,0.001367639172303937,2459182.38094,0.05104000028222799,0
153201 (2000 WO107),0.02145484695699477,-0.01965451253275258,0.001975141372860504,0.01130891052554135,0.008935369816184176,0.001367639442396322,2459182.38131,0.051410000305622816,0
153201 (2000 WO107),0.02144647835999064,-0.0196611247069985,0.001974129319409302,0.01130891778535101,0.008935370259887044,0.001367639982380418,2459182.38205,0.05215000035241246,0
153201 (2000 WO107),0.02144229405946613,-0.01966443079425096,0.001973623292532998,0.01130892141541334,0.008935370483276084,0.001367640252272125,2459182.38242,0.052520000375807285,0
153201 (2000 WO107),0.02143810975761409,-0.01966773688157436,0.001973117265558689,0.01130892504558057,0.00893537070769019,0.001367640522096935,2459182.38279,0.05289000039920211,0
153201 (2000 WO107),0.02143381236952101,-0.01967113231922192,0.001972597562607491,0.01130892877396578,0.008935370939236303,0.001367640799144388,2459182.38317,0.05327000003308058,0
153201 (2000 WO107),0.02142962806494629,-0.01967443840671419,0.001972091535430744,0.01130893240434554,0.008935371165728241,0.00136764106883359,2459182.38354,0.0536400000564754,0
153201 (2000 WO107),0.0214212594517513,-0.01968105058196339,0.001971079480776294,0.01130893966541931,0.00893537162178732,0.001367641608011283,2459182.38428,0.05438000010326505,0
153201 (2000 WO107),0.02141707514313095,-0.01968435666972106,0.001970573453298642,0.01130894329611322,0.008935371851354464,0.001367641877499768,2459182.38465,0.05475000012665987,0
153201 (2000 WO107),0.02141289083318306,-0.01968766275755161,0.00197006742572301,0.0113089469269117,0.00893537208194666,0.001367642146921346,2459182.38502,0.05512000015005469,0
153201 (2000 WO107),0.02140870652189162,-0.0196909688454678,0.001969561398047768,0.01130895055781474,0.00893537231356392,0.00136764241627601,2459182.38539,0.055490000173449516,0
153201 (2000 WO107),0.02140452220924112,-0.01969427493348186,0.001969055370270995,0.01130895418882228,0.008935372546206247,0.001367642685563762,2459182.38576,0.05586000019684434,0
153201 (2000 WO107),0.02140033789524705,-0.0196975810215823,0.001968549342394615,0.01130895781993427,0.008935372779873633,0.001367642954784601,2459182.38613,0.05623000022023916,0
153201 (2000 WO107),0.02139615357992521,-0.01970088710975727,0.001968043314420478,0.01130896145115063,0.008935373014566076,0.001367643223938519,2459182.3865,0.056600000243633986,0
153201 (2000 WO107),0.021387784945235,-0.0197074992863808,0.0019670312581717,0.01130896871389631,0.008935373487026145,0.001367643762045596,2459182.38724,0.05734000029042363,0
153201 (2000 WO107),0.02138360062586663,-0.01971080537482985,0.001966525229896944,0.01130897234542553,0.008935373724793772,0.001367644030998749,2459182.38761,0.057710000313818455,0
153201 (2000 WO107),0.02137941630517023,-0.01971411146335514,0.001966019201524693,0.01130897597705891,0.008935373963586452,0.001367644299884979,2459182.38798,0.05808000033721328,0
153201 (2000 WO107),0.02137534507377903,-0.01971732819755265,0.001965526849601854,0.01130897951063924,0.008935374196909103,0.001367644561439716,2459182.38834,0.05844000028446317,0
153201 (2000 WO107),0.0213669764257244,-0.01972394037505488,0.001964514792363546,0.01130898677442077,0.00893537467956434,0.001367645098881143,2459182.38908,0.05918000033125281,0
153201 (2000 WO107),0.02136279209968925,-0.01972724646393421,0.001964008763596148,0.01130899040646751,0.008935374922429542,0.001367645367501457,2459182.38945,0.059550000354647636,0
153201 (2000 WO107),0.02135860777229451,-0.01973055255291571,0.001963502734727564,0.01130899403861816,0.008935375166319804,0.001367645636054836,2459182.38982,0.05992000037804246,0
153201 (2000 WO107),0.02135442344355586,-0.0197338586419875,0.00196299670575965,0.01130899767087267,0.008935375411235121,0.001367645904541277,2459182.39019,0.06029000040143728,0
153201 (2000 WO107),0.02135023911348893,-0.01973716473113818,0.001962490676694188,0.01130900130323096,0.008935375657175487,0.001367646172960775,2459182.39056,0.060660000424832106,0
153201 (2000 WO107),0.02134187045458134,-0.01974377690555852,0.001961478618901455,0.01130900856825418,0.008935376152131075,0.001367646709598609,2459182.3913,0.061400000005960464,0
153201 (2000 WO107),0.02133768612046664,-0.01974708299499599,0.00196097258953633,0.01130901220092358,0.008935376401146607,0.001367646977817278,2459182.39167,0.06177000002935529,0
153201 (2000 WO107),0.02133350178500777,-0.01975038908452563,0.001960466560072037,0.01130901583369656,0.008935376651187195,0.001367647245968997,2459182.39204,0.06214000005275011,0
153201 (2000 WO107),0.02132931744822053,-0.01975369517413597,0.001959960530510277,0.01130901946657306,0.00893537690225283,0.001367647514053765,2459182.39241,0.06251000007614493,0
153201 (2000 WO107),0.02132094877059773,-0.01976030735364849,0.001958948471087708,0.01130902673263647,0.008935377407459266,0.001367648050022446,2459182.39315,0.06325000012293458,0
153201 (2000 WO107),0.02131676442976207,-0.01976361344355124,0.0019584424412266,0.01130903036582327,0.008935377661600062,0.001367648317906351,2459182.39352,0.0636200001463294,0
153201 (2000 WO107),0.02131258008759784,-0.01976691953353624,0.001957936411268431,0.01130903399911337,0.00893537791676591,0.001367648585723299,2459182.39389,0.06399000016972423,0
153201 (2000 WO107),0.02130839574408919,-0.01977022562361581,0.001957430381211098,0.01130903763250674,0.008935378172956806,0.001367648853473285,2459182.39426,0.06436000019311905,0
153201 (2000 WO107),0.02130409830795417,-0.01977362106826116,0.001956910674458392,0.01130904136420812,0.00893537843713882,0.001367649128390111,2459182.39464,0.0647400002926588,0
153201 (2000 WO107),0.02129991396170475,-0.01977692715854571,0.001956404644198432,0.01130904499781067,0.008935378695407533,0.001367649396004363,2459182.39501,0.06511000031605363,0
153201 (2000 WO107),0.02129154526518829,-0.01978353933939039,0.001955392583383479,0.01130905226532501,0.008935379215020108,0.001367649931031961,2459182.39575,0.06585000036284328,0
153201 (2000 WO107),0.02128317656329378,-0.01979015152062116,0.001954380522172562,0.01130905953325135,0.008935379738732888,0.001367650465791678,2459182.39649,0.06659000040963292,0
153201 (2000 WO107),0.021266439148643,-0.0198033758800859,0.001952356399202144,0.01130907407033373,0.008935380798458733,0.001367651534507059,2459182.39797,0.06807000003755093,0
153201 (2000 WO107),0.02126236787666363,-0.01980659262091575,0.001951864044037251,0.01130907760663429,0.008935381058710144,0.001367651794303172,2459182.39833,0.0684300004504621,0
153201 (2000 WO107),0.02125818352227837,-0.01980989870800526,0.001951358013428777,0.01130908124125813,0.00893538132720133,0.001367652061249141,2459182.3987,0.06880000000819564,0
153201 (2000 WO107),0.021241446070224,-0.01982312307400595,0.001949333887460424,0.01130909578079701,0.008935382411417945,0.001367653128364462,2459182.40018,0.07028000010177493,0
153201 (2000 WO107),0.02122470859664979,-0.01983634744162341,0.001947309759913456,0.01130911032197365,0.008935383512035412,0.001367654194407866,2459182.40166,0.07176000019535422,0
153201 (2000 WO107),0.02122052422490145,-0.01983965353377728,0.001946803727781148,0.0113091139575233,0.008935383789752413,0.001367654460751214,2459182.40203,0.07213000021874905,0
153201 (2000 WO107),0.02121633985179216,-0.0198429596260461,0.001946297695548475,0.01130911759317507,0.00893538406849447,0.001367654727027556,2459182.4024,0.07250000024214387,0
153201 (2000 WO107),0.02121215547733756,-0.01984626571841822,0.001945791663217279,0.01130912122892887,0.008935384348261586,0.001367654993236893,2459182.40277,0.07287000026553869,0
153201 (2000 WO107),0.02120797110231799,-0.01984957181027736,0.001945285630882065,0.01130912486478398,0.008935384629053708,0.001367655259379169,2459182.40314,0.07324000028893352,0
153201 (2000 WO107),0.02119960234722862,-0.01985618399510977,0.0019442735657934,0.01130913213680082,0.008935385193713187,0.001367655791462754,2459182.40388,0.07398000033572316,0
153201 (2000 WO107),0.02119541796609819,-0.0198594900889235,0.001943767532911658,0.01130913577296336,0.008935385477580594,0.001367656057404124,2459182.40425,0.07435000035911798,0
153201 (2000 WO107),0.0211912335849327,-0.01986279618180593,0.001943261500090274,0.01130913940922655,0.008935385762472985,0.001367656323278391,2459182.40462,0.07472000038251281,0
153201 (2000 WO107),0.0211870492024219,-0.01986610227479392,0.001942755467170421,0.01130914304559145,0.008935386048390436,0.001367656589085641,2459182.40499,0.07509000040590763,0
153201 (2000 WO107),0.02118286481854975,-0.01986940836789983,0.001942249434150354,0.01130914668205804,0.008935386335332945,0.001367656854825871,2459182.40536,0.07546000042930245,0
153201 (2000 WO107),0.02117856734624937,-0.01987280381148596,0.00194172972499529,0.01130915041690943,0.008935386631097341,0.001367657127678222,2459182.40574,0.07584000006318092,0
153201 (2000 WO107),0.02117438295964991,-0.0198761099048081,0.001941223691775996,0.01130915405358192,0.008935386920117677,0.001367657393282592,2459182.40611,0.07621000008657575,0
153201 (2000 WO107),0.02117019857170494,-0.01987941599823722,0.001940717658458426,0.01130915769035594,0.008935387210163072,0.001367657658819933,2459182.40648,0.07658000010997057,0
153201 (2000 WO107),0.02116182979180926,-0.01988602818539423,0.001939705591532333,0.01130916496420823,0.008935387793329036,0.001367658189693524,2459182.40722,0.07732000015676022,0
153201 (2000 WO107),0.02115764539982717,-0.01988933427914716,0.001939199557920122,0.01130916860128643,0.008935388086449616,0.001367658455029771,2459182.40759,0.07769000018015504,0
153201 (2000 WO107),0.02115357409909035,-0.01989255101843828,0.001938707200901961,0.01130917214016169,0.008935388372631836,0.001367658713130373,2459182.40795,0.07805000012740493,0
153201 (2000 WO107),0.0211493897044688,-0.01989585711239375,0.001938201167098057,0.01130917577743968,0.008935388667774831,0.001367658978334359,2459182.40832,0.07842000015079975,0
153201 (2000 WO107),0.02114520530848586,-0.01989916320647068,0.001937695133194055,0.01130917941481886,0.008935388963942898,0.001367659243471305,2459182.40869,0.07879000017419457,0
153201 (2000 WO107),0.021141020911157,-0.01990246930065753,0.001937189099192016,0.01130918305229919,0.00893538926113603,0.001367659508541209,2459182.40906,0.0791600001975894,0
153201 (2000 WO107),0.02113683651249799,-0.01990577539494225,0.001936683065093711,0.01130918668988057,0.008935389559354223,0.001367659773544071,2459182.40943,0.07953000022098422,0
