epoch,mag,mag_err,weight,curve_idx
2459186.43047,10.656,0.015,1.0,5
2459186.43093,10.639,0.018,1.0,5
2459186.43136,10.639,0.015,1.0,5
2459186.43182,10.675,0.016,1.0,5
2459186.43226,10.674,0.017,1.0,5
2459186.43315,10.683,0.017,1.0,5
2459186.4336,10.682,0.016,1.0,5
2459186.43538,10.693,0.015,1.0,5
2459186.43582,10.753,0.017,1.0,5
2459186.43672,10.728,0.021,1.0,5
2459186.43761,10.725,0.018,1.0,5
2459186.43806,10.721,0.017,1.0,5
2459186.43849,10.757,0.018,1.0,5
2459186.43895,10.766,0.017,1.0,5
2459186.43939,10.733,0.017,1.0,5
2459186.44028,10.83,0.019,1.0,5
2459186.44073,10.785,0.022,1.0,5
2459186.44117,10.797,0.018,1.0,5
2459186.44162,10.838,0.019,1.0,5
2459186.44206,10.833,0.019,1.0,5
2459186.44251,10.801,0.017,1.0,5
2459186.44295,10.846,0.019,1.0,5
2459186.4434,10.835,0.018,1.0,5
2459186.44384,10.845,0.019,1.0,5
2459186.44429,10.849,0.019,1.0,5
2459187.307308,14.3477,0.1069,1.0,6
2459187.3086601,14.3352,0.1026,1.0,6
2459187.3100131,14.1636,0.1057,1.0,6
2459187.3113666,14.1988,0.1081,1.0,6
2459187.3127223,14.1174,0.1068,1.0,6
2459187.3140783,14.137,0.1071,1.0,6
2459187.3154272,14.0131,0.1044,1.0,6
2459187.3167795,13.9237,0.1004,1.0,6
2459187.318135,13.9089,0.0943,1.0,6
2459187.3194907,13.8501,0.1011,1.0,6
2459187.3208462,13.8072,0.1033,1.0,6
2459187.3222041,13.8273,0.098,1.0,6
2459187.3235594,13.8489,0.0951,1.0,6
2459187.3249141,13.7831,0.1,1.0,6
2459187.3262696,13.7926,0.0994,1.0,6
2459187.327626,13.7162,0.0963,1.0,6
2459187.3289797,13.6614,0.0982,1.0,6
2459187.330336,13.6817,0.0944,1.0,6
2459187.3316883,13.7429,0.0973,1.0,6
2459187.3330471,13.6539,0.1002,1.0,6
2459187.3343972,13.6341,0.0973,1.0,6
2459187.3357482,13.6628,0.0962,1.0,6
2459187.3371008,13.6644,0.099,1.0,6
2459187.3384542,13.56,0.1028,1.0,6
2459187.3398109,13.5461,0.1026,1.0,6
2459187.3411589,13.5682,0.0987,1.0,6
2459187.3425112,13.5064,0.1024,1.0,6
2459187.3438664,13.6108,0.0959,1.0,6
2459187.3452169,13.5919,0.104,1.0,6
2459187.3465685,13.5545,0.0995,1.0,6
2459187.3479203,13.5945,0.0981,1.0,6
2459187.3492717,13.5911,0.0979,1.0,6
2459187.3506295,13.4616,0.1002,1.0,6
2459187.3519731,13.5932,0.1061,1.0,6
2459187.3533224,13.487,0.0953,1.0,6
2459187.3546744,13.5837,0.091,1.0,6
2459187.3560283,13.6107,0.0919,1.0,6
2459187.3573794,13.5842,0.0869,1.0,6
2459187.3587312,13.5642,0.0868,1.0,6
2459187.3600879,13.6145,0.0863,1.0,6
2459187.3614444,13.5844,0.0871,1.0,6
2459187.3641551,13.5754,0.0856,1.0,6
2459187.365511,13.6211,0.0974,1.0,6
2459187.3668676,13.6614,0.0894,1.0,6
2459187.3682234,13.6813,0.0875,1.0,6
2459187.369579,13.6648,0.0842,1.0,6
2459187.3709343,13.6599,0.086,1.0,6
2459187.3722883,13.6649,0.0851,1.0,6
2459187.3736426,13.7611,0.0839,1.0,6
2459187.3749972,13.7086,0.0858,1.0,6
2459187.3763515,13.7552,0.0823,1.0,6
2459187.3777054,13.7043,0.0774,1.0,6
2459187.3790584,13.7511,0.0745,1.0,6
2459187.3804017,13.8034,0.0774,1.0,6
2459187.3817518,13.9117,0.0763,1.0,6
2459187.3831039,13.8003,0.0751,1.0,6
2459187.3844567,13.8042,0.0771,1.0,6
2459187.3858104,13.8778,0.0775,1.0,6
2459187.3871631,13.9246,0.0807,1.0,6
2459187.3885035,13.9838,0.0781,1.0,6
2459187.3912121,14.0462,0.0752,1.0,6
2459187.3925665,14.0961,0.0785,1.0,6
2459187.3939181,14.0931,0.0805,1.0,6
2459187.3952713,14.1386,0.0765,1.0,6
2459187.3979743,14.3019,0.0798,1.0,6
2459187.3993306,14.2212,0.0815,1.0,6
2459187.4020321,14.2163,0.0738,1.0,6
2459187.4047392,14.2514,0.0733,1.0,6
2459187.4074471,14.1692,0.0744,1.0,6
2459187.4088016,14.2657,0.0743,1.0,6
2459187.4101544,14.1295,0.0757,1.0,6
2459187.4115077,14.1426,0.0739,1.0,6
2459187.4155697,14.1369,0.0749,1.0,6
2459187.4217163,13.9827,0.065,1.0,6
2459187.4230707,13.8848,0.067,1.0,6
2459187.4244198,13.8673,0.0635,1.0,6
2459187.4257694,13.7286,0.0619,1.0,6
2459187.4271195,13.8041,0.0604,1.0,6
2459187.4284691,13.7491,0.0641,1.0,6
2459187.4298212,13.7733,0.0603,1.0,6
2459187.4311737,13.7511,0.0643,1.0,6
2459187.43297,10.666,0.02,1.0,7
2459187.43488,10.623,0.021,1.0,7
2459187.43679,10.617,0.019,1.0,7
2459187.4386,10.598,0.017,1.0,7
2459187.43979,10.619,0.019,1.0,7
2459187.44099,10.553,0.018,1.0,7
2459187.44219,10.534,0.019,1.0,7
2459187.44657,10.458,0.021,1.0,7
2459187.44878,10.516,0.023,1.0,7
2459187.45231,10.525,0.013,1.0,7
2459187.45493,10.45,0.012,1.0,7
2459187.45611,10.524,0.012,1.0,7
2459187.45729,10.549,0.014,1.0,7
2459187.45846,10.542,0.015,1.0,7
2459187.45964,10.566,0.013,1.0,7
2459187.46082,10.526,0.013,1.0,7
2459187.462,10.546,0.012,1.0,7
2459187.46317,10.517,0.013,1.0,7
2459187.46698,10.554,0.013,1.0,7
2459187.46816,10.555,0.013,1.0,7
2459187.46933,10.619,0.012,1.0,7
2459187.47051,10.575,0.013,1.0,7
2459187.47169,10.616,0.013,1.0,7
2459187.47286,10.599,0.013,1.0,7
2459187.47404,10.631,0.013,1.0,7
2459187.47521,10.651,0.014,1.0,7
2459187.4764,10.653,0.017,1.0,7
2459187.47758,10.616,0.015,1.0,7
2459187.47876,10.654,0.015,1.0,7
2459187.47994,10.653,0.015,1.0,7
2459187.48111,10.669,0.016,1.0,7
2459187.48347,10.667,0.016,1.0,7
2459187.48465,10.693,0.018,1.0,7
2459187.48583,10.751,0.02,1.0,7
2459187.48701,10.75,0.019,1.0,7
2459187.49014,10.796,0.018,1.0,7
2459187.49133,10.771,0.018,1.0,7
2459187.49251,10.812,0.021,1.0,7
2459187.49369,10.851,0.018,1.0,7
2459187.49605,10.937,0.019,1.0,7
2459187.49721,11.008,0.019,1.0,7
2459187.49841,11.016,0.022,1.0,7
2459187.50077,11.038,0.02,1.0,7
2459187.50195,11.113,0.022,1.0,7
2459187.50313,11.191,0.022,1.0,7
2459187.5043,11.241,0.022,1.0,7
2459187.50666,11.348,0.028,1.0,7
2459187.50784,11.305,0.029,1.0,7
2459187.5090199998,11.404,0.027,1.0,7
2459187.51019,11.396,0.034,1.0,7
2459187.51137,11.403,0.03,1.0,7
2459187.51499,11.304,0.03,1.0,7
2459187.51617,11.167,0.024,1.0,7
2459187.51735,11.137,0.024,1.0,7
2459187.51854,11.066,0.021,1.0,7
2459187.51971,11.029,0.022,1.0,7
2459187.52089,10.986,0.021,1.0,7
2459187.52208,10.92,0.018,1.0,7
2459187.52326,10.879,0.02,1.0,7
2459187.52444,10.827,0.018,1.0,7
2459187.52562,10.784,0.018,1.0,7
2459187.5268,10.754,0.017,1.0,7
2459187.52798,10.745,0.018,1.0,7
2459187.52915,10.724,0.017,1.0,7
2459187.53033,10.694,0.016,1.0,7
2459187.53151,10.681,0.016,1.0,7
2459187.53269,10.621,0.016,1.0,7
2459187.53386,10.592,0.016,1.0,7
2459187.53504,10.545,0.017,1.0,7
2459187.5374,10.553,0.019,1.0,7
2459187.53857,10.532,0.016,1.0,7
2459187.54093,10.485,0.02,1.0,7
2459187.54211,10.426,0.015,1.0,7
2459187.54329,10.407,0.018,1.0,7
2459187.54447,10.366,0.017,1.0,7
2459187.54565,10.396,0.016,1.0,7
2459187.54801,10.367,0.015,1.0,7
2459187.54919,10.37,0.016,1.0,7
2459187.55037,10.385,0.016,1.0,7
2459187.55155,10.375,0.015,1.0,7
2459187.55273,10.411,0.015,1.0,7
2459187.5539,10.37,0.015,1.0,7
2459187.55508,10.385,0.015,1.0,7
2459187.55626,10.368,0.016,1.0,7
2459187.55743,10.386,0.015,1.0,7
2459187.55979,10.375,0.015,1.0,7
2459187.56414,10.353,0.015,1.0,7
2459187.56641,10.376,0.016,1.0,7
2459187.56867,10.369,0.016,1.0,7
2459187.5769,10.405,0.02,1.0,7
2459187.57808,10.399,0.018,1.0,7
2459187.58043,10.461,0.022,1.0,7
2459187.58161,10.489,0.02,1.0,7
2459187.58279,10.499,0.021,1.0,7
2459187.58397,10.579,0.021,1.0,7
2459187.58515,10.55,0.018,1.0,7
2459187.58633,10.583,0.022,1.0,7
2459187.58751,10.532,0.022,1.0,7
2459187.58869,10.594,0.025,1.0,7
2459187.58987,10.637,0.026,1.0,7
2459187.59105,10.666,0.028,1.0,7
2459187.59222,10.658,0.028,1.0,7
2459187.5934,10.619,0.027,1.0,7
2459187.463002,13.7383,0.03,1.0,8
2459187.4643532,13.7451,0.0302,1.0,8
2459187.4657061,13.7049,0.0294,1.0,8
2459187.4684126,13.6533,0.0284,1.0,8
2459187.469766,13.6927,0.0291,1.0,8
2459187.4711201,13.6719,0.0287,1.0,8
2459187.4724723,13.681,0.0289,1.0,8
2459187.4738256,13.7139,0.0295,1.0,8
2459187.4786689,13.7872,0.031,1.0,8
2459187.4800172,13.8195,0.0316,1.0,8
2459187.4813675,13.8806,0.0329,1.0,8
2459187.4827182,13.8551,0.0324,1.0,8
2459187.484072,13.9022,0.0334,1.0,8
2459187.4854249,13.9451,0.0344,1.0,8
2459187.4867784,13.9245,0.034,1.0,8
2459187.4881317,14.0816,0.0378,1.0,8
2459187.489486,14.0548,0.0371,1.0,8
2459187.4908398,14.2115,0.0414,1.0,8
2459187.5014425,14.6681,0.0576,1.0,8
2459187.5027916,14.5337,0.0521,1.0,8
2459187.5068444,14.6399,0.0564,1.0,8
2459187.5212352,14.6835,0.0581,1.0,8
2459187.5293483,14.4103,0.0477,1.0,8
2459187.5307045,14.3618,0.046,1.0,8
2459187.5334145,14.3102,0.0443,1.0,8
2459187.5439375,13.9808,0.0354,1.0,8
2459187.5452874,14.0001,0.0359,1.0,8
2459187.5466375,14.0363,0.0368,1.0,8
2459187.5479877,13.8339,0.0321,1.0,8
2459187.5493381,13.8758,0.0329,1.0,8
2459187.5506942,13.8795,0.033,1.0,8
2459187.5520496,13.8984,0.0334,1.0,8
2459187.5534049,13.8248,0.0318,1.0,8
2459187.5547588,13.9435,0.0344,1.0,8
2459187.5561133,13.9443,0.0345,1.0,8
2459187.5574682,13.8479,0.0323,1.0,8
2459187.5591667,13.7936,0.0312,1.0,8
2459187.5645574,13.8207,0.0319,1.0,8
2459187.5662559,13.7773,0.031,1.0,8
2459187.5679544,13.8391,0.0323,1.0,8
2459187.5696556,13.8203,0.0319,1.0,8
2459187.5713539,13.8425,0.0323,1.0,8
2459187.5730508,13.9137,0.0339,1.0,8
2459187.5747521,13.9356,0.0345,1.0,8
2459187.5764494,13.8751,0.0332,1.0,8
2459187.5872662,13.9929,0.0362,1.0,8
2459187.588965,13.9635,0.0354,1.0,8
2459187.5906633,14.052,0.0376,1.0,8
2459187.5923632,14.0203,0.0369,1.0,8
2459187.5940634,14.1303,0.0399,1.0,8
2459187.5957611,14.1282,0.0397,1.0,8
2459187.5974677,14.1195,0.0396,1.0,8
2459187.5991659,14.2215,0.0426,1.0,8
2459187.6008651,14.219,0.0425,1.0,8
2459187.6025628,14.2272,0.0429,1.0,8
2459187.6111736,14.4218,0.0754,1.0,9
2459187.6304898,14.1884,0.0796,1.0,9
2459187.632185,14.1729,0.0783,1.0,9
2459187.6338852,14.0263,0.0741,1.0,9
2459187.6355818,14.0638,0.0765,1.0,9
2459187.6372817,14.0315,0.079,1.0,9
2459187.6389791,14.0693,0.077,1.0,9
2459187.64068,14.0344,0.077,1.0,9
2459187.6423784,13.9253,0.0728,1.0,9
2459187.6440763,13.884,0.0722,1.0,9
2459187.6457777,13.9164,0.0733,1.0,9
2459187.65063,13.8402,0.0734,1.0,9
2459187.6523301,13.8608,0.074,1.0,9
2459187.6540324,13.8741,0.0752,1.0,9
2459187.6557316,13.8631,0.0718,1.0,9
2459187.6574313,13.9064,0.076,1.0,9
2459187.6591305,13.8634,0.0745,1.0,9
2459187.6608283,13.8853,0.0746,1.0,9
2459187.6625257,13.8049,0.0761,1.0,9
2459187.6642253,13.8809,0.0748,1.0,9
2459187.6659207,13.7631,0.0774,1.0,9
2459187.667618,13.8374,0.0735,1.0,9
2459187.6693194,13.8593,0.0799,1.0,9
2459187.6710198,13.808,0.0783,1.0,9
2459187.6727191,13.9423,0.0788,1.0,9
2459187.674419,13.8658,0.0745,1.0,9
2459187.6761157,13.9786,0.0796,1.0,9
2459187.6778203,13.8865,0.0766,1.0,9
2459187.679521,13.88,0.0771,1.0,9
2459187.6812191,13.9193,0.0802,1.0,9
2459187.6829181,13.9085,0.0823,1.0,9
2459187.6846052,13.992,0.0794,1.0,9
2459187.6863043,13.9683,0.0788,1.0,9
2459187.6880058,13.9941,0.0847,1.0,9
2459187.6929863,14.0718,0.0825,1.0,9
2459187.6946838,14.0555,0.0845,1.0,9
2459187.6963835,14.0734,0.0855,1.0,9
2459187.6980709,14.1104,0.092,1.0,9
2459188.475768,14.4077,0.0891,1.0,10
2459188.477465,14.3917,0.0939,1.0,10
2459188.4791671,14.3829,0.1072,1.0,10
2459188.4855251,14.2802,0.1042,1.0,10
2459188.4872265,14.2525,0.0986,1.0,10
2459188.4955966,14.2253,0.0933,1.0,10
2459188.497295,14.199,0.1019,1.0,10
2459188.498992,14.1947,0.1041,1.0,10
2459188.5006919,14.1771,0.0938,1.0,10
2459188.5023974,14.2265,0.1051,1.0,10
2459188.5040967,14.2777,0.1057,1.0,10
2459188.5182299,14.2714,0.1148,1.0,10
2459188.5199299,14.3757,0.1075,1.0,10
2459188.5216312,14.3791,0.1142,1.0,10
2459188.5250274,14.4144,0.0993,1.0,10
2459188.5267313,14.426,0.1014,1.0,10
2459188.5284312,14.3864,0.0991,1.0,10
2459188.5301274,14.4708,0.1049,1.0,10
2459188.5386155,14.5321,0.0877,1.0,10
2459188.5403129,14.6897,0.1003,1.0,10
2459188.5420191,14.6759,0.0951,1.0,10
2459188.5814274,14.4928,0.0798,1.0,10
2459188.583123,14.3962,0.0734,1.0,10
2459188.5848207,14.4405,0.0817,1.0,10
2459188.5865204,14.3246,0.0791,1.0,10
2459188.5882197,14.347,0.0748,1.0,10
2459188.5899195,14.3475,0.0729,1.0,10
2459188.6039765,14.3708,0.0767,1.0,10
2459188.6056742,14.2876,0.0779,1.0,10
2459188.6120275,14.2428,0.0759,1.0,10
2459188.6137253,14.2342,0.073,1.0,10
2459188.6154289,14.2527,0.0783,1.0,10
2459188.6237949,14.3621,0.0745,1.0,10
2459188.6254928,14.3056,0.0752,1.0,10
2459188.6271804,14.3914,0.0777,1.0,10
2459188.6288783,14.3997,0.0803,1.0,10
2459188.6305779,14.3306,0.0769,1.0,10
2459188.6322782,14.4002,0.0808,1.0,10
2459188.6910136,14.3643,0.0872,1.0,10
2459188.6927124,14.3157,0.0892,1.0,10
2459188.49936,10.477,0.016,1.0,11
2459188.50089,10.483,0.014,1.0,11
2459188.50393,10.47,0.017,1.0,11
2459188.50547,10.489,0.019,1.0,11
2459188.507,10.459,0.017,1.0,11
2459188.50853,10.52,0.014,1.0,11
2459188.51004,10.502,0.024,1.0,11
2459188.51157,10.55,0.017,1.0,11
2459188.51463,10.536,0.017,1.0,11
2459188.51615,10.544,0.02,1.0,11
2459188.52145,10.583,0.017,1.0,11
2459188.52298,10.612,0.017,1.0,11
2459188.52451,10.624,0.019,1.0,11
2459188.52451,10.62,0.018,1.0,11
2459188.52603,10.604,0.018,1.0,11
2459188.52756,10.677,0.017,1.0,11
2459188.52909,10.604,0.021,1.0,11
2459188.53165,10.731,0.018,1.0,11
2459188.53316,10.669,0.021,1.0,11
2459188.53622,10.838,0.023,1.0,11
2459188.53775,10.843,0.021,1.0,11
2459188.53928,10.769,0.024,1.0,11
2459188.5408,10.974,0.023,1.0,11
2459188.54232,10.92,0.023,1.0,11
2459188.54385,10.94,0.025,1.0,11
2459188.54538,11.205,0.024,1.0,11
2459188.54689,11.106,0.028,1.0,11
2459188.54842,11.331,0.044,1.0,11
2459188.55333,11.49,0.041,1.0,11
2459188.55485,11.481,0.049,1.0,11
2459188.55637,11.599,0.042,1.0,11
2459188.5579,11.602,0.037,1.0,11
2459188.55943,11.572,0.033,1.0,11
2459188.56095,11.27,0.027,1.0,11
2459188.56248,11.403,0.032,1.0,11
2459188.56401,11.421,0.038,1.0,11
2459188.56553,11.289,0.03,1.0,11
2459188.56705,11.285,0.028,1.0,11
2459188.56858,11.112,0.026,1.0,11
2459188.5701,11.147,0.026,1.0,11
2459188.57163,11.054,0.026,1.0,11
2459188.57315,11.03,0.027,1.0,11
2459188.57468,10.894,0.024,1.0,11
2459188.5762,10.954,0.025,1.0,11
2459188.57773,10.804,0.025,1.0,11
2459188.57926,10.814,0.021,1.0,11
2459192.25035,10.58,0.013,1.0,12
2459192.25538,10.546,0.014,1.0,12
2459192.26042,10.483,0.014,1.0,12
2459192.26545,10.48,0.015,1.0,12
2459192.27048,10.486,0.013,1.0,12
2459192.27552,10.451,0.012,1.0,12
2459192.28055,10.511,0.013,1.0,12
2459192.28559,10.55,0.014,1.0,12
2459192.29062,10.579,0.014,1.0,12
2459192.29566,10.632,0.014,1.0,12
2459192.30069,10.718,0.016,1.0,12
2459192.30572,10.94,0.018,1.0,12
2459192.31076,11.111,0.021,1.0,12
2459192.31579,11.334,0.024,1.0,12
2459192.32083,11.54,0.029,1.0,12
2459192.32585,11.554,0.027,1.0,12
2459192.33088,11.335,0.023,1.0,12
2459192.33592,11.093,0.02,1.0,12
2459192.34095,10.903,0.017,1.0,12
2459192.34599,10.78,0.017,1.0,12
2459192.35102,10.651,0.013,1.0,12
2459192.35606,10.574,0.012,1.0,12
2459192.36109,10.537,0.012,1.0,12
2459192.36612,10.486,0.013,1.0,12
2459192.37116,10.489,0.015,1.0,12
